id_sprzedazy,data,id_dostepnosci,id_pracownika,id_firmy_kupujacej
2108,12/10/2020,201,978,568
2109,02/11/2019,784,861,144
2110,18/07/2015,800,431,774
2111,02/12/2015,678,490,673
2112,05/06/2015,788,949,171
2113,05/10/2017,2,483,74
2114,16/11/2019,245,51,31
2115,21/06/2018,657,394,395
2116,05/02/2022,259,658,279
2117,10/08/2021,561,253,756
2118,25/02/2017,391,560,616
2119,05/04/2020,10,490,514
2120,18/03/2016,997,247,327
2121,14/01/2022,726,988,719
2122,26/01/2020,202,885,232
2123,19/08/2021,709,756,39
2124,23/09/2018,630,498,738
2125,15/10/2020,41,755,451
2126,05/07/2016,161,519,328
2127,25/02/2019,726,470,759
2128,09/01/2021,275,312,694
2129,21/03/2017,469,443,238
2130,11/02/2019,763,735,621
2131,07/02/2021,459,123,449
2132,30/05/2020,256,413,238
2133,31/12/2018,206,844,733
2134,10/06/2021,609,993,107
2135,04/01/2018,208,225,794
2136,16/05/2019,696,820,416
2137,28/11/2016,653,731,508
2138,09/05/2016,447,764,536
2139,21/06/2017,764,697,485
2140,04/04/2017,209,197,244
2141,10/07/2019,567,669,14
2142,19/05/2019,904,711,404
2143,15/04/2016,228,572,204
2144,29/03/2020,980,176,490
2145,20/08/2021,246,556,30
2146,13/02/2021,662,973,741
2147,27/05/2016,632,216,14
2148,20/10/2021,279,536,221
2149,13/12/2017,16,308,684
2150,11/05/2022,922,439,617
2151,02/02/2016,307,694,125
2152,13/08/2021,828,908,479
2153,12/02/2018,325,144,498
2154,24/05/2018,629,865,165
2155,16/01/2017,75,179,120
2156,05/06/2018,736,360,345
2157,26/03/2018,337,183,211
2158,28/12/2015,267,99,52
2159,19/11/2019,118,259,371
2160,21/04/2020,562,119,677
2161,24/06/2017,679,599,279
2162,02/05/2016,360,885,227
2163,14/05/2022,227,690,670
2164,02/04/2022,733,430,782
2165,25/11/2021,131,262,306
2166,28/03/2022,480,960,245
2167,14/02/2021,139,795,389
2168,29/04/2022,971,724,662
2169,09/08/2021,465,129,404
2170,13/06/2019,751,447,113
2171,13/09/2017,256,837,627
2172,11/12/2016,899,715,318
2173,06/10/2017,209,306,301
2174,20/01/2020,284,816,438
2175,29/09/2020,366,302,9
2176,20/04/2017,190,930,250
2177,18/09/2021,521,851,139
2178,29/07/2019,539,255,354
2179,29/07/2016,618,226,210
2180,01/02/2016,440,971,136
2181,22/03/2018,546,541,800
2182,24/05/2017,998,391,667
2183,19/01/2021,878,877,582
2184,14/12/2021,831,947,2
2185,06/07/2019,845,659,623
2186,20/09/2019,101,482,361
2187,01/09/2016,238,460,296
2188,25/04/2016,676,421,376
2189,10/06/2015,344,711,745
2190,04/02/2018,351,40,709
2191,28/03/2021,577,703,430
2192,01/08/2017,929,277,320
2193,08/07/2016,157,13,404
2194,08/01/2020,635,34,421
2195,15/05/2018,270,159,584
2196,21/12/2016,618,8,458
2197,11/01/2019,793,351,242
2198,07/12/2019,210,367,424
2199,14/03/2021,584,862,459
2200,05/05/2017,151,843,477
2201,27/12/2018,912,199,176
2202,03/08/2018,763,176,205
2203,10/09/2018,17,551,627
2204,13/05/2022,190,664,52
2205,16/09/2016,927,266,628
2206,03/04/2020,586,742,340
2207,06/10/2019,716,712,485
2208,04/12/2020,19,934,690
2209,12/03/2021,577,159,313
2210,11/02/2018,712,566,233
2211,29/04/2016,906,147,334
2212,01/04/2022,622,536,311
2213,31/05/2017,731,772,28
2214,01/01/2022,426,307,7
2215,23/06/2016,634,594,26
2216,29/06/2018,64,334,201
2217,26/06/2015,227,339,305
2218,01/06/2016,446,129,175
2219,06/01/2016,949,387,343
2220,19/12/2016,331,602,113
2221,19/12/2019,623,549,602
2222,05/12/2021,759,312,706
2223,20/03/2018,49,59,549
2224,28/11/2017,894,123,775
2225,21/04/2022,607,188,607
2226,04/10/2020,397,940,541
2227,25/03/2021,660,816,720
2228,11/06/2017,269,424,446
2229,11/10/2016,453,212,579
2230,05/05/2019,897,727,272
2231,11/06/2018,685,405,26
2232,16/04/2022,615,739,752
2233,08/12/2021,279,56,207
2234,27/05/2020,822,480,722
2235,22/04/2021,518,199,91
2236,11/06/2020,636,256,551
2237,26/04/2018,336,538,92
2238,13/05/2019,698,165,184
2239,31/01/2017,890,670,83
2240,20/08/2017,806,519,59
2241,01/06/2019,622,456,281
2242,17/12/2020,478,974,618
2243,19/01/2019,358,160,358
2244,25/10/2019,564,447,193
2245,28/10/2020,231,371,631
2246,28/04/2016,617,864,399
2247,21/07/2018,156,829,560
2248,11/04/2016,107,191,265
2249,08/06/2016,265,861,428
2250,10/11/2019,438,172,265
2251,14/07/2015,885,63,582
2252,22/09/2018,729,935,550
2253,12/05/2018,587,687,61
2254,16/04/2021,22,146,377
2255,07/08/2019,792,223,182
2256,11/09/2016,732,754,238
2257,24/03/2018,908,792,348
2258,26/11/2016,783,904,147
2259,22/05/2016,927,395,27
2260,20/07/2021,734,174,78
2261,30/08/2016,264,851,464
2262,22/06/2020,812,898,2
2263,17/08/2015,816,866,765
2264,31/08/2019,186,407,662
2265,09/05/2020,527,881,278
2266,29/12/2018,94,973,84
2267,16/01/2021,546,515,490
2268,12/04/2020,864,741,395
2269,20/05/2019,82,184,401
2270,29/03/2016,392,291,447
2271,28/05/2018,268,332,625
2272,09/07/2019,34,97,94
2273,15/04/2022,645,136,309
2274,28/09/2019,763,502,693
2275,16/03/2018,699,170,374
2276,04/12/2015,203,587,237
2277,06/10/2018,277,194,198
2278,25/03/2016,530,600,406
2279,31/01/2021,517,744,355
2280,13/01/2020,139,306,166
2281,05/05/2016,673,572,93
2282,29/06/2020,286,276,458
2283,25/01/2022,995,180,783
2284,11/06/2017,651,206,472
2285,14/11/2017,149,794,131
2286,26/11/2018,396,155,278
2287,06/09/2020,706,425,791
2288,12/05/2017,291,58,700
2289,09/10/2016,719,895,625
2290,11/08/2015,577,212,79
2291,22/03/2018,496,643,205
2292,30/10/2017,320,205,524
2293,28/03/2016,650,438,694
2294,31/01/2016,257,980,612
2295,31/08/2021,313,924,356
2296,11/06/2020,38,865,283
2297,15/03/2019,258,979,699
2298,31/07/2016,981,814,468
2299,21/10/2016,740,491,548
2300,15/11/2016,539,567,95
2301,04/09/2018,417,261,457
2302,16/06/2015,352,607,551
2303,08/10/2018,148,299,742
2304,16/05/2021,833,254,631
2305,09/10/2020,359,341,652
2306,15/01/2018,943,354,254
2307,16/01/2017,760,131,768
2308,12/11/2017,79,175,340
2309,08/06/2021,19,35,316
2310,10/01/2017,730,949,195
2311,08/12/2015,223,281,796
2312,04/06/2021,937,741,114
2313,20/07/2016,261,582,435
2314,15/11/2020,244,394,430
2315,03/06/2021,443,459,782
2316,29/05/2015,275,828,783
2317,04/04/2020,839,91,113
2318,04/11/2020,122,935,145
2319,20/09/2021,957,166,556
2320,05/03/2017,491,643,388
2321,21/04/2020,253,515,714
2322,30/10/2015,92,467,138
2323,04/02/2017,188,989,258
2324,10/01/2017,512,788,374
2325,07/02/2018,579,582,71
2326,03/01/2019,697,483,682
2327,30/12/2021,892,94,193
2328,16/12/2018,251,236,517
2329,15/01/2018,652,562,477
2330,13/10/2020,266,293,663
2331,15/01/2016,858,523,342
2332,17/07/2016,305,55,495
2333,21/11/2015,235,82,16
2334,21/10/2017,97,487,81
2335,17/04/2018,8,420,715
2336,12/07/2016,926,742,764
2337,17/11/2021,433,910,89
2338,29/03/2016,568,723,370
2339,24/10/2021,903,780,391
2340,09/07/2020,257,719,749
2341,24/11/2020,280,981,723
2342,20/12/2020,321,10,655
2343,01/12/2017,319,562,327
2344,26/03/2021,610,716,332
2345,03/10/2020,99,649,190
2346,31/01/2019,746,483,124
2347,17/05/2021,994,655,360
2348,11/02/2020,153,398,88
2349,17/11/2016,448,490,686
2350,23/12/2021,770,734,142
2351,23/05/2020,162,419,257
2352,21/04/2021,546,415,613
2353,27/05/2020,95,684,144
2354,30/07/2015,239,205,153
2355,28/11/2018,226,557,72
2356,13/02/2021,835,345,417
2357,11/05/2017,254,92,781
2358,02/07/2020,742,276,433
2359,18/07/2020,691,977,73
2360,05/02/2021,720,262,409
2361,03/03/2020,701,636,280
2362,07/12/2016,950,370,215
2363,10/01/2021,83,122,487
2364,14/11/2016,74,269,434
2365,07/09/2015,321,134,369
2366,07/10/2017,979,242,601
2367,29/05/2017,921,740,389
2368,31/12/2021,680,546,619
2369,27/06/2015,566,168,270
2370,07/04/2021,137,142,62
2371,04/08/2017,772,528,173
2372,04/04/2016,720,419,694
2373,11/06/2016,18,81,396
2374,07/03/2016,315,229,577
2375,19/12/2019,256,52,303
2376,11/12/2016,678,84,540
2377,10/01/2021,77,633,267
2378,02/12/2018,843,98,302
2379,04/02/2020,126,918,800
2380,29/10/2021,597,649,303
2381,10/06/2016,287,983,729
2382,02/04/2019,804,268,95
2383,28/11/2017,849,626,261
2384,10/12/2015,576,343,784
2385,16/09/2017,578,692,156
2386,03/11/2021,27,933,200
2387,26/09/2021,346,431,407
2388,26/03/2020,205,847,743
2389,13/09/2019,640,771,194
2390,15/04/2022,62,204,749
2391,17/07/2016,895,310,471
2392,22/07/2018,243,126,730
2393,06/06/2017,600,243,704
2394,22/02/2016,394,560,540
2395,22/06/2020,845,399,795
2396,26/11/2018,825,549,183
2397,22/12/2015,444,100,114
2398,06/10/2021,322,142,145
2399,26/10/2018,535,910,389
2400,19/05/2020,399,365,247
2401,28/01/2019,674,873,241
2402,14/11/2016,824,842,184
2403,21/07/2021,868,42,721
2404,05/11/2019,536,984,725
2405,20/12/2016,285,493,53
2406,29/09/2017,307,765,65
2407,22/01/2020,83,896,624
2408,14/09/2021,315,574,389
2409,05/04/2021,817,656,49
2410,24/05/2016,74,802,584
2411,22/06/2016,300,145,160
2412,16/02/2021,913,139,538
2413,28/12/2017,732,569,648
2414,29/03/2018,157,769,757
2415,25/08/2017,728,79,748
2416,06/04/2019,980,394,779
2417,29/11/2017,244,47,159
2418,24/07/2016,862,753,201
2419,26/01/2016,722,416,155
2420,01/01/2021,303,282,283
2421,18/07/2016,350,378,293
2422,07/07/2021,647,824,572
2423,12/01/2020,947,917,647
2424,22/02/2019,849,604,228
2425,17/07/2021,937,726,541
2426,11/02/2019,680,766,469
2427,09/08/2017,862,705,481
2428,20/04/2022,1,968,14
2429,28/04/2021,467,432,243
2430,15/06/2020,213,887,370
2431,20/05/2020,494,989,602
2432,11/09/2015,838,455,758
2433,31/05/2019,122,141,443
2434,21/02/2019,65,687,534
2435,26/09/2016,406,380,83
2436,11/01/2021,173,852,432
2437,03/11/2021,111,977,157
2438,05/11/2016,33,220,668
2439,11/07/2015,70,307,272
2440,18/12/2017,902,372,539
2441,12/01/2019,904,692,42
2442,06/12/2016,505,176,76
2443,11/01/2022,456,178,20
2444,01/09/2016,845,225,448
2445,25/08/2020,314,599,157
2446,25/09/2019,219,710,523
2447,26/11/2018,852,342,336
2448,17/05/2020,524,888,433
2449,09/07/2019,674,562,467
2450,05/12/2018,533,119,253
2451,07/10/2020,527,601,680
2452,25/09/2017,823,883,257
2453,19/07/2021,663,760,771
2454,22/11/2015,933,999,177
2455,17/08/2016,392,864,44
2456,10/12/2015,264,493,755
2457,13/05/2016,711,71,482
2458,02/09/2015,867,581,613
2459,18/08/2015,643,500,760
2460,08/03/2021,522,249,286
2461,22/05/2020,109,553,725
2462,03/04/2022,231,307,41
2463,11/10/2017,86,106,93
2464,08/09/2016,740,540,575
2465,26/09/2015,466,953,577
2466,01/10/2021,530,375,475
2467,25/02/2016,122,819,61
2468,10/07/2017,81,534,337
2469,22/03/2016,93,225,241
2470,25/12/2015,613,722,162
2471,04/02/2017,144,684,744
2472,07/10/2017,187,332,195
2473,02/01/2018,721,233,35
2474,09/01/2022,188,208,360
2475,03/11/2018,504,72,577
2476,26/12/2015,370,894,172
2477,30/06/2018,99,876,422
2478,09/02/2021,220,797,299
2479,12/10/2018,745,569,188
2480,24/05/2020,258,733,342
2481,05/09/2018,649,631,243
2482,04/03/2016,751,253,113
2483,18/09/2016,139,481,607
2484,12/01/2020,760,570,332
2485,01/05/2016,835,962,182
2486,24/05/2018,212,655,711
2487,11/08/2021,203,138,602
2488,24/10/2019,988,581,28
2489,13/12/2020,157,376,410
2490,24/04/2020,204,106,704
2491,27/04/2020,810,53,628
2492,12/01/2018,838,793,66
2493,25/03/2016,900,627,176
2494,06/12/2021,192,81,450
2495,02/11/2019,149,217,46
2496,03/06/2018,828,811,341
2497,26/02/2021,635,647,741
2498,03/10/2021,837,223,425
2499,15/03/2016,900,883,104
2500,23/06/2021,669,456,298
2501,20/10/2020,889,286,27
2502,19/12/2015,320,108,783
2503,18/10/2020,271,872,197
2504,21/01/2019,153,791,176
2505,10/05/2021,903,692,291
2506,25/09/2015,659,378,726
2507,07/05/2016,478,260,118
2508,31/08/2017,787,513,28
2509,23/01/2016,196,829,780
2510,31/12/2015,717,900,521
2511,11/10/2016,462,237,178
2512,19/09/2020,290,308,680
2513,22/05/2019,567,724,69
2514,16/06/2017,335,40,37
2515,20/05/2019,41,102,789
2516,10/01/2018,594,148,243
2517,25/01/2022,409,496,679
2518,29/06/2017,488,787,28
2519,09/08/2018,337,572,770
2520,30/11/2015,822,961,329
2521,15/05/2022,847,268,310
2522,17/09/2017,335,866,233
2523,29/03/2017,296,626,551
2524,17/03/2017,70,107,260
2525,28/10/2015,821,713,437
2526,15/11/2021,414,607,489
2527,15/08/2015,380,547,519
2528,13/02/2019,304,449,534
2529,02/01/2022,143,578,47
2530,11/11/2019,151,803,309
2531,14/05/2016,11,691,542
2532,17/07/2020,688,763,752
2533,05/10/2016,823,794,741
2534,22/05/2021,332,199,572
2535,08/06/2015,956,628,85
2536,06/05/2021,674,519,288
2537,24/01/2020,39,315,739
2538,07/08/2020,120,496,366
2539,10/02/2020,61,643,312
2540,03/09/2020,96,165,518
2541,03/02/2018,380,659,781
2542,27/04/2017,713,715,497
2543,30/03/2016,442,667,637
2544,31/10/2020,992,77,133
2545,26/03/2022,450,55,324
2546,11/05/2021,649,731,58
2547,07/06/2021,730,902,798
2548,08/01/2016,306,458,538
2549,29/05/2015,322,420,166
2550,19/04/2018,81,803,193
2551,03/11/2020,649,169,767
2552,30/09/2017,482,185,438
2553,01/12/2016,245,404,745
2554,01/12/2019,258,482,526
2555,12/04/2018,70,721,154
2556,09/05/2022,47,16,402
2557,14/05/2022,580,333,158
2558,21/09/2020,865,817,744
2559,26/06/2017,272,675,765
2560,08/03/2019,259,896,408
2561,25/10/2015,806,54,179
2562,22/06/2017,35,455,13
2563,04/09/2017,770,984,732
2564,31/12/2018,692,588,201
2565,24/09/2018,513,863,515
2566,01/09/2016,901,89,667
2567,01/06/2017,872,712,782
2568,12/03/2017,180,950,509
2569,29/12/2015,634,863,698
2570,02/04/2019,640,523,278
2571,20/01/2018,955,86,570
2572,09/03/2019,859,591,773
2573,27/03/2020,6,297,488
2574,12/05/2017,874,951,163
2575,23/02/2021,272,988,208
2576,21/02/2019,563,83,474
2577,28/09/2019,911,601,638
2578,15/07/2015,594,511,264
2579,28/05/2020,461,739,597
2580,21/09/2016,178,456,262
2581,02/05/2017,867,757,741
2582,17/03/2021,467,608,546
2583,19/11/2018,254,109,67
2584,19/11/2017,197,811,775
2585,04/06/2019,342,184,112
2586,12/12/2017,256,630,488
2587,25/11/2021,605,892,506
2588,11/12/2019,99,194,450
2589,08/08/2021,136,926,551
2590,15/11/2020,479,270,109
2591,29/08/2018,387,742,156
2592,03/09/2016,375,109,385
2593,01/03/2022,509,908,800
2594,02/05/2018,637,17,594
2595,09/02/2017,217,487,417
2596,08/02/2020,154,180,537
2597,31/01/2022,849,149,242
2598,30/06/2018,143,21,228
2599,23/08/2015,467,586,370
2600,16/01/2020,631,73,563
2601,16/09/2017,941,668,473
2602,19/09/2015,996,445,324
2603,13/04/2019,813,667,433
2604,13/03/2019,620,189,160
2605,01/06/2018,397,695,366
2606,30/09/2019,488,947,58
2607,14/02/2020,827,609,442
2608,03/05/2018,546,177,566
2609,14/03/2020,885,538,76
2610,02/10/2019,588,476,230
2611,17/02/2021,495,814,746
2612,24/11/2017,727,583,629
2613,06/01/2017,385,255,510
2614,04/02/2018,720,61,125
2615,21/02/2019,504,349,712
2616,29/08/2019,641,110,687
2617,14/08/2017,924,802,314
2618,08/05/2016,770,487,125
2619,13/01/2021,401,962,745
2620,27/10/2021,589,6,730
2621,20/10/2017,379,557,17
2622,27/03/2020,295,487,240
2623,27/06/2015,443,992,646
2624,11/06/2019,42,258,768
2625,26/08/2017,202,896,486
2626,11/06/2021,457,261,520
2627,05/10/2018,542,283,573
2628,25/06/2016,405,246,90
2629,10/07/2017,264,594,43
2630,26/03/2020,746,332,266
2631,10/07/2018,36,850,646
2632,22/08/2015,125,816,495
2633,28/03/2018,757,905,669
2634,25/07/2015,11,949,235
2635,07/09/2017,905,901,266
2636,23/11/2016,685,638,121
2637,20/05/2020,83,384,2
2638,11/03/2020,944,903,723
2639,18/03/2018,925,505,419
2640,04/01/2021,316,581,576
2641,07/08/2016,80,72,434
2642,28/04/2022,265,606,446
2643,18/03/2022,508,243,619
2644,17/05/2019,552,377,331
2645,01/10/2019,416,635,477
2646,14/11/2021,381,199,493
2647,07/02/2017,50,486,159
2648,21/10/2017,838,791,442
2649,22/12/2021,782,735,352
2650,27/03/2022,202,358,107
2651,29/01/2022,426,329,189
2652,28/07/2020,976,275,440
2653,28/06/2019,666,983,61
2654,22/11/2018,166,113,76
2655,08/05/2019,236,604,175
2656,23/04/2020,481,862,785
2657,29/05/2020,679,346,179
2658,01/11/2017,294,802,278
2659,25/09/2020,655,409,250
2660,11/11/2021,301,171,527
2661,09/02/2017,842,938,782
2662,15/12/2020,687,427,619
2663,19/08/2015,792,480,87
2664,22/06/2021,982,939,632
2665,26/11/2020,115,602,3
2666,10/04/2016,606,153,504
2667,08/09/2015,650,460,249
2668,31/12/2019,839,421,382
2669,10/10/2015,71,471,568
2670,17/08/2019,977,52,679
2671,30/04/2019,686,232,545
2672,20/08/2016,341,437,199
2673,28/07/2016,725,161,183
2674,15/05/2022,978,858,315
2675,23/05/2019,20,79,25
2676,22/11/2021,445,500,266
2677,08/03/2021,812,897,35
2678,26/05/2018,102,854,228
2679,22/03/2019,429,212,537
2680,31/12/2021,579,259,261
2681,14/07/2016,350,765,793
2682,12/04/2018,218,510,291
2683,19/05/2017,968,789,127
2684,24/02/2021,830,467,540
2685,11/01/2016,222,912,558
2686,20/07/2015,281,576,390
2687,13/07/2016,541,270,596
2688,05/01/2017,867,512,344
2689,11/09/2020,836,919,716
2690,25/03/2017,847,981,56
2691,25/11/2017,607,882,549
2692,14/09/2021,407,49,512
2693,08/06/2021,65,450,414
2694,13/07/2020,189,975,390
2695,19/08/2019,941,586,5
2696,02/11/2017,419,795,628
2697,17/01/2022,310,604,415
2698,21/12/2015,34,986,116
2699,20/09/2019,21,81,117
2700,03/11/2019,339,404,115
2701,21/04/2016,882,650,80
2702,05/04/2020,575,113,61
2703,20/06/2021,869,317,451
2704,19/07/2015,663,396,134
2705,07/06/2015,761,3,211
2706,10/07/2017,143,389,176
2707,03/08/2016,840,50,432
2708,27/03/2019,460,353,226
2709,07/04/2022,340,87,715
2710,15/08/2019,971,360,218
2711,28/03/2018,569,477,214
2712,29/11/2018,690,723,62
2713,26/07/2015,347,175,646
2714,27/06/2017,801,451,16
2715,13/12/2018,867,317,82
2716,02/10/2021,274,998,506
2717,14/05/2020,371,383,425
2718,12/05/2022,135,625,116
2719,19/05/2019,156,330,698
2720,14/08/2018,838,337,33
2721,04/06/2020,939,30,232
2722,11/10/2018,226,703,60
2723,16/08/2017,477,734,685
2724,29/03/2016,194,955,265
2725,21/05/2015,12,537,453
2726,07/11/2016,865,838,788
2727,29/08/2021,230,671,55
2728,09/07/2020,350,676,104
2729,29/10/2015,52,270,339
2730,11/09/2018,44,942,58
2731,03/12/2020,616,351,167
2732,02/05/2022,914,168,213
2733,07/03/2022,434,370,558
2734,14/02/2018,440,647,575
2735,23/03/2017,885,962,736
2736,08/03/2018,577,327,158
2737,13/07/2018,857,77,725
2738,13/02/2019,213,338,648
2739,15/11/2018,146,829,473
2740,06/01/2020,386,447,611
2741,23/04/2017,507,896,259
2742,11/08/2015,650,49,328
2743,29/03/2016,904,823,474
2744,24/10/2020,527,184,425
2745,20/08/2019,296,624,449
2746,18/06/2018,835,762,3
2747,24/03/2020,611,660,436
2748,26/05/2016,877,299,590
2749,23/02/2018,905,594,687
2750,19/03/2022,648,779,213
2751,21/10/2020,224,147,514
2752,02/05/2022,310,425,171
2753,28/12/2017,552,268,611
2754,02/04/2017,907,739,255
2755,29/02/2016,762,996,392
2756,30/05/2017,599,604,626
2757,15/11/2017,714,285,152
2758,25/12/2017,237,511,751
2759,22/07/2019,477,798,381
2760,08/10/2015,462,945,346
2761,07/08/2019,862,841,301
2762,30/07/2018,869,666,690
2763,10/06/2018,262,584,96
2764,10/02/2016,968,254,279
2765,15/08/2021,85,936,390
2766,26/10/2015,295,69,514
2767,24/08/2018,214,815,544
2768,14/07/2019,624,325,221
2769,19/01/2021,197,710,352
2770,02/09/2017,301,992,85
2771,06/10/2015,859,923,330
2772,29/04/2019,977,505,52
2773,22/09/2017,218,900,121
2774,16/08/2021,850,853,614
2775,26/06/2020,371,942,763
2776,20/09/2016,835,51,203
2777,07/12/2018,63,734,607
2778,22/04/2017,96,525,715
2779,09/10/2017,62,436,77
2780,23/05/2017,294,422,649
2781,30/11/2021,642,614,224
2782,09/01/2020,445,324,765
2783,07/08/2016,58,487,14
2784,05/09/2018,189,378,634
2785,02/10/2016,779,514,96
2786,07/06/2015,215,420,698
2787,17/10/2020,414,106,781
2788,06/07/2018,311,1000,284
2789,28/01/2019,620,629,231
2790,22/07/2020,763,72,299
2791,27/04/2022,205,919,744
2792,13/02/2020,760,486,756
2793,12/09/2021,485,203,633
2794,02/04/2016,524,111,752
2795,29/10/2015,407,269,224
2796,28/04/2016,920,365,19
2797,06/07/2019,385,14,19
2798,26/05/2018,895,346,647
2799,20/04/2016,968,667,479
2800,20/08/2015,985,154,657
2801,10/12/2018,829,438,528
2802,08/02/2022,172,491,330
2803,08/02/2017,131,475,481
2804,24/01/2017,879,759,118
2805,12/07/2016,345,419,332
2806,11/03/2019,852,632,316
2807,26/10/2018,713,458,226
2808,05/09/2016,787,369,585
2809,22/04/2016,900,83,713
2810,11/02/2020,913,618,583
2811,25/11/2018,216,89,149
2812,28/12/2019,522,212,686
2813,18/02/2017,783,49,1
2814,14/04/2018,33,139,700
2815,14/08/2016,103,391,140
2816,16/04/2017,481,594,687
2817,27/01/2021,946,647,434
2818,05/11/2018,781,80,472
2819,08/12/2017,110,927,19
2820,17/04/2020,725,319,156
2821,24/09/2017,51,731,382
2822,29/03/2017,476,907,663
2823,06/01/2022,135,510,768
2824,14/09/2017,831,49,11
2825,28/05/2020,884,115,535
2826,25/01/2021,421,287,727
2827,29/09/2016,936,138,727
2828,16/06/2016,615,164,277
2829,25/02/2017,294,252,501
2830,26/12/2016,511,673,298
2831,13/11/2016,443,358,671
2832,31/07/2020,467,805,420
2833,15/05/2017,396,404,557
2834,08/09/2016,315,534,510
2835,17/07/2021,289,388,771
2836,09/05/2016,898,128,227
2837,23/12/2019,974,19,144
2838,10/10/2018,417,740,198
2839,04/06/2019,356,171,719
2840,31/07/2018,425,196,167
2841,15/07/2017,835,241,162
2842,14/12/2018,57,330,580
2843,26/12/2019,44,790,665
2844,17/12/2017,863,866,480
2845,12/08/2020,241,356,121
2846,02/01/2020,889,454,273
2847,14/03/2020,939,817,207
2848,27/07/2016,647,43,566
2849,01/06/2019,309,966,800
2850,01/11/2016,750,204,747
2851,10/06/2018,382,947,247
2852,02/06/2021,946,862,440
2853,07/11/2021,913,667,281
2854,18/11/2020,622,6,423
2855,14/06/2017,289,555,218
2856,14/01/2016,95,951,417
2857,21/12/2017,340,279,782
2858,30/07/2021,481,318,605
2859,26/01/2016,467,345,726
2860,06/08/2015,889,495,627
2861,31/03/2017,509,233,252
2862,09/09/2021,322,922,106
2863,19/01/2020,217,585,212
2864,02/03/2016,183,607,555
2865,12/03/2021,949,204,339
2866,19/01/2018,168,300,409
2867,03/07/2020,642,647,27
2868,26/02/2016,554,131,738
2869,24/07/2021,503,132,243
2870,26/01/2016,857,23,372
2871,29/08/2017,63,516,285
2872,12/09/2019,606,552,687
2873,12/11/2021,224,234,597
2874,24/11/2017,206,800,601
2875,07/11/2017,282,151,775
2876,22/08/2021,369,237,186
2877,10/07/2021,674,703,565
2878,08/05/2020,134,797,575
2879,10/07/2016,2,70,560
2880,09/11/2017,368,49,282
2881,24/04/2022,175,680,748
2882,23/12/2016,17,810,727
2883,14/10/2020,722,579,13
2884,12/10/2020,146,923,69
2885,10/12/2018,321,310,86
2886,01/02/2020,74,332,339
2887,12/10/2017,797,371,695
2888,27/07/2015,256,343,357
2889,22/06/2017,390,900,576
2890,01/10/2021,352,705,264
2891,13/02/2019,185,765,168
2892,19/10/2019,636,854,477
2893,06/03/2019,282,742,754
2894,30/05/2015,38,855,696
2895,08/03/2016,25,337,229
2896,31/05/2015,803,279,377
2897,02/06/2018,677,402,76
2898,28/12/2019,892,525,81
2899,07/01/2017,154,404,388
2900,02/02/2017,778,993,640
2901,09/09/2015,545,244,517
2902,01/07/2017,619,108,41
2903,22/08/2017,896,309,224
2904,16/11/2016,874,193,772
2905,01/07/2020,127,945,210
2906,05/12/2016,168,635,219
2907,02/10/2017,521,429,698
2908,22/12/2016,21,414,433
2909,13/06/2018,365,294,709
2910,02/07/2016,988,78,402
2911,18/11/2017,563,110,647
2912,19/01/2020,123,501,334
2913,04/11/2015,163,275,302
2914,10/05/2016,167,785,152
2915,24/04/2021,724,20,648
2916,07/09/2015,704,301,311
2917,22/08/2017,194,881,204
2918,19/11/2021,496,7,289
2919,25/10/2018,306,773,134
2920,29/03/2021,266,555,171
2921,15/10/2019,478,733,403
2922,16/08/2016,461,62,589
2923,25/08/2016,200,469,465
2924,04/09/2016,774,418,208
2925,19/07/2020,33,971,139
2926,01/04/2020,645,295,330
2927,17/05/2021,194,401,287
2928,25/04/2022,929,259,717
2929,16/07/2015,132,204,395
2930,29/08/2018,616,421,446
2931,11/08/2021,501,923,774
2932,13/09/2019,916,515,355
2933,29/10/2016,983,239,251
2934,12/12/2018,539,752,302
2935,23/08/2018,891,87,517
2936,10/04/2018,462,568,752
2937,21/04/2019,326,603,300
2938,03/10/2020,179,931,418
2939,01/09/2018,346,151,786
2940,07/07/2019,751,786,14
2941,16/02/2022,203,635,373
2942,17/02/2020,410,482,90
2943,09/02/2022,458,308,220
2944,22/07/2019,720,847,265
2945,04/01/2021,906,405,478
2946,28/11/2019,231,919,601
2947,08/12/2015,963,49,490
2948,04/03/2022,158,205,301
2949,24/03/2019,976,841,709
2950,02/09/2018,570,421,727
2951,17/02/2017,26,107,117
2952,16/09/2019,540,678,174
2953,29/09/2019,873,593,204
2954,12/03/2017,150,592,373
2955,20/12/2019,412,339,388
2956,13/03/2019,873,289,276
2957,01/10/2020,846,697,532
2958,11/08/2016,956,144,177
2959,22/06/2017,958,794,140
2960,12/10/2020,890,272,341
2961,13/08/2020,724,935,767
2962,20/03/2019,402,672,377
2963,30/12/2018,761,614,754
2964,16/02/2022,775,904,521
2965,19/01/2018,505,617,277
2966,11/11/2016,666,584,343
2967,23/03/2021,438,281,281
2968,27/08/2015,20,9,354
2969,06/01/2022,204,145,503
2970,10/09/2015,866,624,399
2971,25/09/2020,444,405,388
2972,15/01/2019,491,655,346
2973,29/11/2020,608,890,790
2974,26/09/2021,609,557,247
2975,17/07/2018,103,45,581
2976,09/07/2021,431,434,489
2977,18/11/2019,217,857,653
2978,29/06/2016,136,462,280
2979,30/04/2020,861,503,379
